Date,Amount,Orig_Acct_ID,Orig_Name,Orig_Crncy,Orig_Risk,Bene_Acct_ID,Bene_Name,Bene_Risk,Rcv_Crncy,Risk_Rtg
2020-04-07,25000,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,EUR,66.2
2020-04-07,7712.2,123581321,MALLIK J,USD,LOW,57853014,LAUREN,LOW,INR,32.8
2020-04-07,2006.94,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,AUD,84.4
2020-04-07,3095.79,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,EUR,71
2020-04-08,548.2,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,EUR,95.8
2020-04-08,5867.97,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,EUR,90.1
2020-04-08,5867.97,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,GBP,83.4
2020-04-08,836.37,123581321,MALLIK J,USD,LOW,57853014,LAUREN,LOW,GBP,57.8
2020-04-08,97923.15,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,EUR,78.1
2020-04-08,104354.63,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,CAD,10.8
2020-04-08,2166800,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,EUR,44.5
2020-04-08,16340.9,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,CAD,49.7
2020-04-09,887.52,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,EUR,51
2020-04-09,5280,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,EUR,18.9
2020-04-10,7210.88,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,CAD,76
2020-04-13,510.13,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,EUR,53.4
2020-04-13,4288.56,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,JPY,37
2020-04-13,9343.49,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,CAD,83.3
2020-04-13,6227.34,123581321,MALLIK J,USD,LOW,37915221,MARK,LOW,JPY,75.8
2020-04-14,4779.53,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,GBP,13.6
2020-04-14,143934.69,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,EUR,48.2
2020-04-14,959.8,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,GBP,90.4
2020-04-14,13059.6,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,EUR,37.8
2020-04-14,2092.66,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,EUR,36
2020-04-14,21541.68,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,EUR,97.4
2020-04-14,743.65,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,EUR,58.2
2020-04-14,11995.46,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,GBP,86.7
2020-04-14,9470.1,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,GBP,35.6
2020-04-14,7066.68,123581321,MALLIK J,USD,LOW,37915221,MARK,LOW,EUR,79.8
2020-04-14,1011.88,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,GBP,88.2
2020-04-14,672.01,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,GBP,57.1
2020-04-14,500000,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,CNY,76.3
2020-04-15,2228.4,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,EUR,81.1
2020-04-15,8135.2,123581321,MALLIK J,USD,LOW,37915221,MARK,LOW,EUR,31
2020-04-15,6428.72,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,EUR,55.3
2020-04-15,15736.55,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,GBP,67.3
2020-04-15,2157.71,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,EUR,2.3
2020-04-15,28092.13,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,LOW,EUR,42.9
2020-04-15,107.2,123581321,MALLIK J,USD,LOW,37915221,MARK,LOW,EUR,97.9
2020-04-15,3995,123581321,MALLIK J,USD,LOW,93810450,ALOK,MED,EUR,48
2020-04-15,20266.74,123581321,MALLIK J,USD,LOW,47660212,KEVIN,MED,EUR,75.8
2020-04-15,1000,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,EUR,46.4
2020-04-15,42574.69,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,EUR,33.1
2020-04-15,131165.23,123581321,MALLIK J,USD,LOW,37915221,MARK,LOW,EUR,31.5
2020-04-15,8132.96,123581321,MALLIK J,USD,LOW,37915221,MARK,LOW,EUR,58.4
2020-04-15,9432.21,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,EUR,33.9
2020-04-15,979.23,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,EUR,77
2020-04-15,75450,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,LOW,GBP,13.2
2020-04-16,7405.78,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,EUR,63
2020-04-16,463.16,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,EUR,75.1
2020-04-16,824.22,123581321,MALLIK J,USD,LOW,57853014,LAUREN,LOW,EUR,57.2
2020-04-16,687.09,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,EUR,80.8
2020-04-16,1818.78,123581321,MALLIK J,USD,LOW,57853014,LAUREN,LOW,EUR,23.9
2020-04-16,21619.35,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,EUR,53.7
2020-04-16,13681.11,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,EUR,79.1
2020-04-16,4518.25,123581321,MALLIK J,USD,LOW,57853014,LAUREN,LOW,EUR,7.5
2020-04-16,2459.76,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,EUR,21.1
2020-04-16,190695,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,GBP,11.5
2020-04-16,1049.87,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,LOW,EUR,92.2
2020-04-16,28875.1,123581321,MALLIK J,USD,LOW,57853014,LAUREN,LOW,EUR,42.7
2020-04-16,18500.35,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,EUR,70.6
2020-04-16,13011.82,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,EUR,35.3
2020-04-16,1284.9,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,EUR,21.8
2020-04-16,100678.38,123581321,MALLIK J,USD,LOW,93810450,ALOK,MED,EUR,34.6
2020-04-16,2134.66,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,EUR,58
2020-04-16,1133.38,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,EUR,3.7
2020-04-16,3004.53,123581321,MALLIK J,USD,LOW,37915221,MARK,LOW,EUR,69.2
2020-04-16,33638.37,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,EUR,46.6
2020-04-16,13518.09,123581321,MALLIK J,USD,LOW,47660212,KEVIN,LOW,EUR,60.6
2020-04-16,1099.22,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,EUR,85.4
2020-04-16,326.63,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,EUR,27.4
2020-04-16,4518.57,123581321,MALLIK J,USD,LOW,37915221,MARK,LOW,EUR,12.3
2020-04-16,7320.24,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,JPY,69.9
2020-04-16,2557.6,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,GBP,44.9
2020-04-16,3825.53,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,LOW,EUR,65.5
2020-04-16,26348.28,123581321,MALLIK J,USD,LOW,57853014,LAUREN,LOW,EUR,61.7
2020-04-16,4376.51,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,EUR,49.5
2020-04-17,132816,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,EUR,47.9
2020-04-17,4891.44,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,EUR,39.4
2020-04-17,96330.25,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,LOW,EUR,1.3
2020-04-17,46757.7,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,EUR,73.4
2020-04-17,3500,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,EUR,48.2
2020-04-17,44637.83,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,EUR,5.2
2020-04-17,8219.98,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,CAD,67.3
2020-04-17,91068.52,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,EUR,69.7
2020-04-17,16254.45,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,EUR,31.7
2020-04-17,264168,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,EUR,52.8
2020-04-17,935.17,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,EUR,56.7
2020-04-17,304218.53,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,CHF,42.8
2020-04-17,20056.07,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,EUR,21
2020-04-20,2511.54,123581321,MALLIK J,USD,LOW,47660212,KEVIN,LOW,EUR,98.7
2020-04-20,915.66,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,EUR,13.3
2020-04-20,4564.44,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,GBP,12.6
2020-04-20,8254,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,INR,65.1
2020-04-20,83520.78,123581321,MALLIK J,USD,LOW,93810450,ALOK,MED,EUR,30.7
2020-04-20,292568.89,123581321,MALLIK J,USD,LOW,37915221,MARK,LOW,GBP,50.1
2020-04-20,35674.18,123581321,MALLIK J,USD,LOW,47660212,KEVIN,LOW,EUR,58.6
2020-04-20,179.25,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,CAD,98.5
2020-04-21,45592.42,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,EUR,44.7
2020-04-21,3539.12,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,EUR,37.3
2020-04-21,927.09,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,GBP,10.2
2020-04-21,13846.86,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,EUR,9.5
2020-04-21,6727.22,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,EUR,26.5
2020-04-21,9353.89,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,EUR,78.1
2020-04-21,7259.5,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,GBP,41.9
2020-04-21,62940,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,GBP,63.3
2020-04-21,86470.94,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,EUR,11.7
2020-04-21,2226.44,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,EUR,5.6
2020-04-22,16719,123581321,MALLIK J,USD,LOW,93810450,ALOK,MED,EUR,20.3
2020-04-22,551.8,123581321,MALLIK J,USD,LOW,57853014,LAUREN,LOW,CAD,48.7
2020-04-22,5625.18,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,GBP,28.6
2020-04-22,9830,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,GBP,42.1
2020-04-22,7950,123581321,MALLIK J,USD,LOW,47660212,KEVIN,MED,GBP,32.6
2020-04-22,82414.2,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,CAD,70.5
2020-04-22,2859.96,123581321,MALLIK J,USD,LOW,47660212,KEVIN,MED,GBP,77.8
2020-04-22,78623.82,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,NOK,63.8
2020-04-22,17446.68,123581321,MALLIK J,USD,LOW,47660212,KEVIN,LOW,EUR,92.8
2020-04-22,3428.45,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,PHP,4.7
2020-04-22,53221.29,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,JPY,62.6
2020-04-23,1241.3,123581321,MALLIK J,USD,LOW,47660212,KEVIN,MED,GBP,14.4
2020-04-23,31782.41,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,JPY,97.1
2020-04-23,107380.63,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,CAD,78
2020-04-23,120520.46,123581321,MALLIK J,USD,LOW,47660212,KEVIN,LOW,EUR,76.4
2020-04-23,80.33,123581321,MALLIK J,USD,LOW,93810450,ALOK,MED,CAD,53
2020-04-23,1466.99,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,JPY,97.3
2020-04-23,13449.45,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,EUR,99.1
2020-04-23,9913.81,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,LOW,GBP,94.5
2020-04-23,19359.42,123581321,MALLIK J,USD,LOW,47660212,KEVIN,MED,GBP,88.5
2020-04-24,9539.44,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,EUR,4.8
2020-04-24,19963.18,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,EUR,66.1
2020-04-24,44.78,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,GBP,19.1
2020-04-24,11036.21,123581321,MALLIK J,USD,LOW,57853014,LAUREN,LOW,EUR,18.8
2020-04-24,7467.36,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,EUR,41.5
2020-04-27,373.2,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,LOW,GBP,63.3
2020-04-27,715.82,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,GBP,1.6
2020-04-27,2164800,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,EUR,5.7
2020-04-27,239.95,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,EUR,84.6
2020-04-27,949.87,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,EUR,40.5
2020-04-27,70.86,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,EUR,13.2
2020-04-27,19040,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,EUR,65.5
2020-04-27,162615,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,EUR,93
2020-04-27,9359.15,123581321,MALLIK J,USD,LOW,93810450,ALOK,MED,CAD,90.2
2020-04-27,2219.91,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,EUR,96.1
2020-04-27,54457.2,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,EUR,17.1
2020-04-27,39947.93,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,GBP,82.7
2020-04-27,3607.17,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,CAD,85.9
2020-04-28,15122.17,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,EUR,84.6
2020-04-28,1421.45,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,LOW,EUR,75.4
2020-04-28,1500,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,EUR,58.4
2020-04-28,4615.59,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,EUR,30.5
2020-04-28,12666.04,123581321,MALLIK J,USD,LOW,57853014,LAUREN,LOW,EUR,47.3
2020-04-28,123369.49,123581321,MALLIK J,USD,LOW,57853014,LAUREN,LOW,EUR,49.1
2020-04-28,2269.43,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,EUR,22.6
2020-04-28,1580.77,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,EUR,96.6
2020-04-28,6535.37,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,EUR,80.9
2020-04-28,1716.42,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,EUR,73.7
2020-04-28,321.89,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,EUR,40.4
2020-04-28,1201.26,123581321,MALLIK J,USD,LOW,37915221,MARK,LOW,EUR,17.4
2020-04-28,1398.98,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,EUR,24.7
2020-04-28,1957.01,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,EUR,4.4
2020-04-28,7538.8,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,EUR,71.7
2020-04-28,1394.21,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,LOW,EUR,23.1
2020-04-28,1140.62,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,EUR,41.4
2020-04-28,4606.81,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,EUR,68.5
2020-04-28,1091.8,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,EUR,13.5
2020-04-29,9913.24,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,CHF,73.9
2020-04-29,109.36,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,EUR,70
2020-04-29,502.83,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,EUR,70.3
2020-04-29,856.96,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,AUD,19.5
2020-04-29,54.68,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,EUR,42.6
2020-04-29,502.96,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,EUR,76
2020-04-29,54.67,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,EUR,78.3
2020-04-29,32571,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,EUR,41.3
2020-04-29,16470.63,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,LOW,GBP,48
2020-04-30,5338.67,123581321,MALLIK J,USD,LOW,93810450,ALOK,MED,EUR,73.9
2020-04-30,10464.03,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,EUR,60.8
2020-04-30,1259.7,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,GBP,83.2
2020-04-30,6259.55,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,AUD,87
2020-04-30,1100,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,SEK,60.9
2020-04-30,53515.58,123581321,MALLIK J,USD,LOW,47660212,KEVIN,MED,EUR,30.9
2020-04-30,430666.67,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,AUD,95.7
2020-04-30,48218.76,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,CAD,51.4
2020-04-30,168.28,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,EUR,60.7
2020-04-30,1049.47,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,EUR,84.2
2020-04-30,5501.9,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,LOW,EUR,32
2020-04-30,83318.31,123581321,MALLIK J,USD,LOW,37915221,MARK,LOW,ZAR,71.5
2020-04-30,4073.32,123581321,MALLIK J,USD,LOW,37915221,MARK,LOW,EUR,68.4
2020-04-30,1152.5,123581321,MALLIK J,USD,LOW,47660212,KEVIN,LOW,CAD,72
2020-04-30,40532.3,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,CAD,53.2
2020-04-30,11453.12,123581321,MALLIK J,USD,LOW,47660212,KEVIN,LOW,EUR,97.1
2020-05-01,9831.97,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,CAD,8.3
2020-05-01,810.2,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,GBP,55
2020-05-01,1054.48,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,GBP,88.8
2020-05-01,16258.94,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,JPY,39
2020-05-01,2974.18,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,GBP,61.5
2020-05-01,15598.75,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,GBP,8.3
2020-05-04,7150.04,123581321,MALLIK J,USD,LOW,37915221,MARK,LOW,CAD,27.7
2020-05-04,1380.62,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,EUR,92.6
2020-05-04,7944.64,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,EUR,4.2
2020-05-04,5287.59,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,EUR,74.4
2020-05-04,332.61,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,EUR,16.3
2020-05-04,1332.41,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,LOW,EUR,56.4
2020-05-04,776.65,123581321,MALLIK J,USD,LOW,37915221,MARK,LOW,EUR,17
2020-05-04,131772,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,LOW,EUR,3.8
2020-05-04,12643.73,123581321,MALLIK J,USD,LOW,93810450,ALOK,MED,GBP,17
2020-05-04,1875.78,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,EUR,41.7
2020-05-04,30671.88,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,EUR,30.6
2020-05-04,230871.51,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,CAD,69.5
2020-05-05,2553.43,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,EUR,84.1
2020-05-05,865.04,123581321,MALLIK J,USD,LOW,47660212,KEVIN,LOW,EUR,25.5
2020-05-05,36762.76,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,EUR,6.5
2020-05-05,6536.73,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,EUR,43.8
2020-05-05,1103.6,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,EUR,29.7
2020-05-05,6625.24,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,INR,96.1
2020-05-05,7329.31,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,EUR,90
2020-05-05,174097.44,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,EUR,23.6
2020-05-05,981.81,123581321,MALLIK J,USD,LOW,47660212,KEVIN,LOW,EUR,20.6
2020-05-05,9994.88,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,EUR,2.2
2020-05-05,225212.45,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,EUR,19.6
2020-05-05,48971.5,123581321,MALLIK J,USD,LOW,47660212,KEVIN,LOW,EUR,39.8
2020-05-05,390.2,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,GBP,78.9
2020-05-05,3378.53,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,EUR,72.1
2020-05-05,5277.19,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,EUR,76
2020-05-05,5413.58,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,EUR,90.8
2020-05-05,2350.28,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,EUR,1.5
2020-05-05,15901.04,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,EUR,11.8
2020-05-05,63308.16,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,EUR,60.6
2020-05-05,7426.06,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,EUR,63.2
2020-05-05,79673.38,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,EUR,13.3
2020-05-05,3967.21,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,EUR,19.3
2020-05-05,3500,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,GBP,28.5
2020-05-05,6230.48,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,LOW,EUR,72.4
2020-05-05,4585.41,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,EUR,19.9
2020-05-06,1701.9,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,EUR,40.6
2020-05-06,109967,123581321,MALLIK J,USD,LOW,93810450,ALOK,MED,EUR,35.6
2020-05-06,1263.95,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,EUR,38.8
2020-05-06,13617.72,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,EUR,31.9
2020-05-06,12459.35,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,EUR,59.8
2020-05-06,3148,123581321,MALLIK J,USD,LOW,47660212,KEVIN,MED,GBP,60.2
2020-05-06,47420.32,123581321,MALLIK J,USD,LOW,57853014,LAUREN,LOW,EUR,85.8
2020-05-06,7818.48,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,EUR,2.8
2020-05-06,1588.79,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,EUR,1.1
2020-05-07,2560.43,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,EUR,14.6
2020-05-07,22554.65,123581321,MALLIK J,USD,LOW,47660212,KEVIN,LOW,EUR,59.6
2020-05-07,12052.91,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,GBP,43.8
2020-05-07,1766.49,123581321,MALLIK J,USD,LOW,93810450,ALOK,MED,NZD,81.2
2020-05-07,17817,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,EUR,24.4
2020-05-07,4757.82,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,LOW,EUR,64.3
2020-05-07,53088.12,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,EUR,6.4
2020-05-07,553.4,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,EUR,36.7
2020-05-07,8465.28,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,EUR,96.6
2020-05-07,20070.72,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,EUR,29.1
2020-05-07,2201.6,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,EUR,89.2
2020-05-07,2904.3,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,EUR,47.9
2020-05-07,553.5,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,EUR,37.5
2020-05-07,3930.94,123581321,MALLIK J,USD,LOW,37915221,MARK,LOW,JPY,39.8
2020-05-07,2532.4,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,GBP,57
2020-05-07,2632.44,123581321,MALLIK J,USD,LOW,47660212,KEVIN,LOW,EUR,89.7
2020-05-07,116336.67,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,EUR,12.8
2020-05-07,553.4,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,EUR,94.8
2020-05-07,305.79,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,EUR,3.9
2020-05-08,1119.69,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,LOW,GBP,26.6
2020-05-08,54360,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,EUR,15.3
2020-05-08,28444.75,123581321,MALLIK J,USD,LOW,37915221,MARK,LOW,EUR,97.1
2020-05-08,62855.11,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,EUR,54.1
2020-05-08,9346.42,123581321,MALLIK J,USD,LOW,47660212,KEVIN,LOW,NOK,59.2
2020-05-08,15278.12,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,EUR,90.1
2020-05-08,482.71,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,SGD,6.2
2020-05-08,54215,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,EUR,50.9
2020-05-08,87.18,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,GBP,65.6
2020-05-08,3727.62,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,EUR,96.8
2020-05-08,305449.28,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,CHF,50.4
